Name,Total Rating,Review Count,Price Range,Address Region,Food,Service,Value,Atmosphere,Excellent,Very good,Average,Poor,Terrible
Torii Ebisu,3.5,12,$$ - $$$,Kinki,4.0,4.0,4.0,,16%,33%,43%,8%,0%
Cafe Gades,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Gion Sato,4.0,7,$$$$,Kinki,,,,,58%,14%,14%,14%,0%
Sumikatominokoji,4.5,5,$$ - $$$,Kinki,,,,,60%,20%,20%,0%,0%
Torisei Kiyamachiten,4.0,18,$,Kinki,4.5,4.0,4.0,,40%,30%,0%,30%,0%
Ca Del Viale,4.0,6,,Kinki,4.0,4.0,4.0,,16%,68%,16%,0%,0%
Sennari,4.0,5,,Kinki,,,,,20%,80%,0%,0%,0%
Kyo Gastronomy Kozo,4.0,5,$$$$,Kinki,,,,,60%,0%,40%,0%,0%
Aniki,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Gion Maruyama Kagaribi,4.0,7,$$ - $$$,Kinki,,,,,28%,44%,28%,0%,0%
Sagatoriimotoyusan,4.5,8,$$$$,Kinki,,,,,68%,16%,16%,0%,0%
Chidoriashi,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Cafe Bali Basi Kitayama,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Steak & Hamburg Ameakari Aeon Mall Kyoto Katsuragawa,4.5,5,,Kinki,,,,,,,,,
Daiichiasahi Kumano,4.0,7,$$ - $$$,Kinki,,,,,,,,,
Deux Cochons,4.0,18,$$ - $$$,Kinki,4.5,5.0,5.0,,51%,27%,0%,0%,22%
Chihana,3.5,70,$$$$,Kinki,3.5,4.0,3.0,3.5,41%,14%,10%,18%,17%
Kyoto Karaage Umeshin,4.0,8,,Kinki,,,,,12%,51%,37%,0%,0%
McDonald's Kyoto Avanti,3.5,13,$,Kinki,,,,,15%,40%,30%,15%,0%
Chin-Yu Ichijoji Main Store,3.5,22,,Kinki,,,,,,,,,
Restaurant Miyako,4.0,7,,Kinki,,,,,28%,44%,28%,0%,0%
Dolch,4.5,5,$$ - $$$,Kinki,,,,,,,,,
Sasaya,4.5,4,$$ - $$$,Kinki,,,,,50%,50%,0%,0%,0%
Spanish Bar Sola Gion,5.0,3,$$ - $$$,Kinki,,,,,,,,,
Itadaki,4.0,8,$,Kinki,4.0,3.5,3.5,,25%,38%,37%,0%,0%
Curry House Coco Ichibanya Karasuma Gojo,4.5,4,,Kinki,,,,,25%,75%,0%,0%,0%
Jokoya,4.0,6,,Kinki,,,,,68%,0%,16%,16%,0%
Kafu Shokudo Rakuraku,4.0,6,,Kinki,,,,,16%,68%,16%,0%,0%
Second House Demachi,4.5,5,$$ - $$$,Kinki,,,,,,,,,
Brochette,4.0,7,,Kinki,,,,,14%,72%,0%,14%,0%
Turquoise Bar,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Sei Aun,4.0,9,$$ - $$$,Kinki,4.0,4.0,3.5,,22%,45%,22%,11%,0%
Cafe&Zakka Rollot,4.0,6,,Kinki,,,,,,,,,
Living Bar Kyoto,4.0,6,,Kinki,,,,,16%,68%,16%,0%,0%
Minoriko,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Sake Dining Shuhari,5.0,3,,Kinki,,,,,,,,,
Ramen Touhichi,4.0,10,$$ - $$$,Kinki,,,,,50%,20%,20%,0%,10%
Manzaratei Karasuma Nanajo,3.5,10,,Kinki,,,,,10%,60%,20%,10%,0%
Giwon Kaen,4.5,5,$$$$,Kinki,,,,,,,,,
Gojo Cafe,4.0,6,,Kinki,,,,,,,,,
Daruma 8,4.5,5,$$ - $$$,Kinki,,,,,40%,60%,0%,0%,0%
Yamazaki Menjiro,3.5,15,$$ - $$$,Kinki,3.0,3.0,3.0,,35%,26%,26%,0%,13%
Namaste Taj Mahal,4.0,11,$,Kinki,5.0,5.0,5.0,,64%,18%,0%,9%,9%
Toshima,4.5,5,$$ - $$$,Kinki,,,,,60%,20%,20%,0%,0%
Kappo Hamasaku,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Chinese Restaurant Kuretake,4.0,9,$,Kinki,,,,,22%,56%,22%,0%,0%
McDonald's Fushimi Momoyama,3.5,11,,Kinki,,,,,0%,64%,36%,0%,0%
McDonald's Shijo Ohashi,3.5,18,$,Kinki,3.0,,4.0,,22%,27%,41%,5%,5%
Sampei,4.0,5,,Kinki,,,,,20%,80%,0%,0%,0%
Shinshindo JR Kyoto Ekimae,3.5,11,$$ - $$$,Kinki,4.0,3.5,3.5,,9%,36%,55%,0%,0%
Nagomiya Kotengu,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Monja Dining Watatan Kyoto-Nishiki,3.5,16,$$ - $$$,Kinki,,,,,10%,50%,40%,0%,0%
Pontocho Robin,3.5,24,$$ - $$$,Kinki,3.5,3.5,3.0,,25%,20%,35%,12%,8%
Hirarintei Kyoto station Main shop,4.5,6,,Kinki,,,,,68%,16%,16%,0%,0%
Uokane,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Wayo Konsai Mollette An,4.0,5,,Kinki,,,,,0%,100%,0%,0%,0%
Frying Pan,5.0,4,,Kinki,,,,,75%,25%,0%,0%,0%
"Elk, Kyoto San-jo",3.5,13,$$ - $$$,Kinki,,,,,15%,70%,0%,0%,15%
Cafe Mozart JR Kyoto Station Asty Road,4.5,6,$,Kinki,,,,,,,,,
Usuya,4.0,5,$$ - $$$,Kinki,,,,,,,,,
Mentei,4.0,8,,Kinki,,,,,,,,,
Tendan Kitayama,5.0,4,,Kinki,,,,,75%,25%,0%,0%,0%
Traditional Kyoto Inn Serving Kyoto Cuisine Izuyasu,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Brique,5.0,4,,Kinki,,,,,,,,,
Yoshoku Nishihara,4.0,6,,Kinki,,,,,51%,16%,33%,0%,0%
Kitchen Gorira,4.0,9,,Kinki,,,,,34%,33%,22%,0%,11%
"Bachiya, Hyakumamben",5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Nishi Tomiya Korokke,4.0,10,,Kinki,4.0,4.0,4.0,,20%,50%,20%,10%,0%
Pizzeria Q,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Tom’s Curry & Coffee Kyoto Shijo Karasuma,4.5,3,$,Kinki,,,,,67%,33%,0%,0%,0%
Gyoza No Osho Nagi-No-Tsuji,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
So-Fuku,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Yakinikudokoro Maruhiro,5.0,4,,Kinki,,,,,100%,0%,0%,0%,0%
Hambagu Ichijoji,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Grilled Chicken Bar Kazusaya,4.5,5,,Kinki,,,,,,,,,
Tatezan Kyoto,4.5,5,,Kinki,,,,,40%,60%,0%,0%,0%
Gram Kyoto Kawaramachi,4.0,7,$$ - $$$,Kinki,,,,,58%,28%,0%,0%,14%
Yoshimizuen,4.0,6,,Kinki,,,,,51%,16%,33%,0%,0%
Konki Shop,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Okunoniwa,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Santiago Cafe & Bar,3.5,24,$$ - $$$,Kinki,4.0,4.0,4.0,4.0,39%,29%,12%,0%,20%
Enri-An Fujimori,4.5,5,,Kinki,,,,,,,,,
Gohandokoro Nagase,4.5,4,$$ - $$$,Kinki,,,,,50%,50%,0%,0%,0%
Torishomai Sahei,5.0,4,,Kinki,,,,,75%,25%,0%,0%,0%
The Aglio Garden,4.5,4,,Kinki,,,,,,,,,
Chinese Restaurant Royal Ryuho,3.5,10,$$$$,Kinki,,,,,20%,40%,30%,10%,0%
Japanese culinary art Nagi,4.0,7,$$ - $$$,Kinki,,,,,,,,,
Szechuan Restaurant Rakuraku Kintetsu Kyoto Station,3.5,7,,Kinki,,,,,0%,72%,28%,0%,0%
Grand Jour,3.5,21,$$ - $$$,Kinki,4.0,3.5,3.0,,14%,35%,33%,9%,9%
Kiccho,4.0,8,,Kinki,,,,,,,,,
Harbor cafe Kitano-hakubaicho,3.5,12,,Kinki,,,,,16%,43%,25%,16%,0%
Meet Bowl,3.5,21,$$ - $$$,Kinki,4.5,4.0,4.0,,28%,39%,14%,0%,19%
NOANOA,3.5,11,$$ - $$$,Kinki,3.0,3.5,3.0,,37%,27%,18%,0%,18%
Yakiniku 221,4.5,3,$$$$,Kinki,,,,,67%,33%,0%,0%,0%
Nagasaki Chanpon Saraudon Senmonten Nao,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Takonyudo,4.0,6,,Kinki,,,,,33%,51%,16%,0%,0%
Cafe Hanashirube,4.0,9,,Kinki,3.0,3.0,3.5,,34%,33%,22%,11%,0%
Mikuni,4.0,12,$$ - $$$,Kinki,4.0,4.0,3.5,,25%,43%,16%,16%,0%
Suehiro,4.5,5,,Kinki,,,,,,,,,
Meigetsu-Do,4.0,5,,Kinki,,,,,,,,,
Kyoto Mamehachi Pontocho Kitamise,4.0,6,$$$$,Kinki,,,,,16%,68%,16%,0%,0%
Uoka,4.5,4,,Kinki,,,,,25%,75%,0%,0%,0%
Hikohachi,4.0,7,,Kinki,,,,,28%,58%,14%,0%,0%
Taipeijou,4.0,9,,Kinki,,,,,33%,45%,11%,11%,0%
Cafe Dish Rafu,4.0,6,$$ - $$$,Kinki,,,,,33%,51%,16%,0%,0%
Mitsufuji,4.5,3,,Kinki,,,,,67%,33%,0%,0%,0%
Takomasu,4.0,5,,Kinki,,,,,20%,60%,20%,0%,0%
IL PIATTO,4.0,7,$$ - $$$,Kinki,,,,,28%,58%,14%,0%,0%
Fujisei,4.5,5,,Kinki,,,,,60%,40%,0%,0%,0%
Wansakansa Kyoto Isetanten,3.5,22,$$ - $$$,Kinki,,,,,,,,,
Steakdonya,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Yakitori Ichiban Sanjo Higashinotoin,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Ajiwaidokoro Nishiri Arashiyama,3.5,9,,Kinki,,,,,,,,,
Kyoryori Takasawa,4.0,7,,Kinki,,,,,,,,,
Menya Yuko,4.0,5,,Kinki,,,,,20%,60%,20%,0%,0%
Lani Cafe,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Mescita Pane e Vino,4.0,7,$$ - $$$,Kinki,,,,,44%,28%,14%,14%,0%
Mayday,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Gion Hyotan,4.0,7,,Kinki,,,,,44%,42%,0%,14%,0%
Arajin,4.0,8,,Kinki,,,,,0%,88%,12%,0%,0%
Relation,4.0,8,$$ - $$$,Kinki,,,,,,,,,
Shusai Shigeraku,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Nishijin Ebiya,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Senya Ichiya Laque 4jo Karasuma,4.0,8,,Kinki,,,,,51%,25%,12%,0%,12%
Sensho,4.5,5,$$ - $$$,Kinki,,,,,40%,60%,0%,0%,0%
Manzaratei Nishiki,3.5,21,$$ - $$$,Kinki,3.5,3.5,3.5,,9%,59%,14%,9%,9%
Second House will,4.0,8,,Kinki,,,,,,,,,
Kyo-Ya Kiyomizu Kiyamachi,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
El Pollo,4.0,6,$$ - $$$,Kinki,,,,,,,,,
Steak & Hamburg Hiro,4.0,7,$$ - $$$,Kinki,,,,,28%,44%,28%,0%,0%
Cafe de Morico,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Kogamo,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Saizeriya Fushimi Daigo,4.0,7,,Kinki,,,,,28%,28%,44%,0%,0%
XUAN,4.5,4,$$ - $$$,Kinki,,,,,50%,50%,0%,0%,0%
Kibun Jo-jo,4.5,4,,Kinki,,,,,25%,75%,0%,0%,0%
Fifty Pine,4.5,3,,Kinki,,,,,67%,33%,0%,0%,0%
Kisaichi,5.0,4,,Kinki,,,,,75%,25%,0%,0%,0%
Steak Gusto,4.0,7,,Kinki,,,,,14%,58%,28%,0%,0%
Mos Burger,3.5,11,,Kinki,,,,,9%,36%,55%,0%,0%
Muraki,4.0,6,,Kinki,,,,,16%,51%,33%,0%,0%
Karari Kyoto Yodobashi,4.5,4,,Kinki,,,,,,,,,
Yururiya Kyoto,4.0,8,$$ - $$$,Kinki,,,,,0%,75%,25%,0%,0%
Jinroku,4.0,7,$$ - $$$,Kinki,,,,,14%,72%,14%,0%,0%
Kouroan Tea Shop,4.0,5,$$ - $$$,Kinki,,,,,,,,,
Miyazaki-ken Hyuga-shi Tsukada Nojo Kyoto Sanjo Ohashi,4.0,6,$$ - $$$,Kinki,,,,,0%,84%,16%,0%,0%
Inaho Restaurant,5.0,3,$,Kinki,,,,,100%,0%,0%,0%,0%
Koran Kitchen Shijan Kyoto Porta,3.5,10,$$ - $$$,Kinki,4.0,4.0,4.0,,20%,30%,40%,10%,0%
Ajikyu,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Ofuku,4.5,4,,Kinki,,,,,25%,75%,0%,0%,0%
Tatsunosuke,5.0,4,,Kinki,,,,,100%,0%,0%,0%,0%
Miyagawa-Cho Saka,4.5,3,,Kinki,,,,,67%,33%,0%,0%,0%
Gokuraku Tonbono Foie Gras-ya,5.0,4,,Kinki,,,,,75%,25%,0%,0%,0%
Kyoto Sumibi Kushidokoro Kyoku,4.5,3,$$ - $$$,Kinki,,,,,67%,33%,0%,0%,0%
Torihatsu Kamogawa,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Kyoryoriya Arashiyama Sakura,4.5,4,$$$$,Kinki,,,,,75%,0%,25%,0%,0%
Domu,4.0,6,,Kinki,,,,,16%,68%,16%,0%,0%
MT Everest Shijo Horikawa,4.0,5,$$ - $$$,Kinki,,,,,,,,,
Donguri Kyoto Station Bifor,4.5,3,,Kinki,,,,,67%,33%,0%,0%,0%
Sendai Beef Tongue Fukusuke Kyoto,4.5,4,,Kinki,,,,,25%,75%,0%,0%,0%
Tokutoku Udon Fushimi Shimotoba,4.0,5,,Kinki,,,,,20%,60%,20%,0%,0%
Sake & Wine Store Matatabi,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Kashiya,4.5,5,,Kinki,,,,,60%,40%,0%,0%,0%
TAQUERIA PACHANGA,4.0,6,$$ - $$$,Kinki,,,,,51%,16%,33%,0%,0%
Suiren,5.0,4,$$$$,Kinki,,,,,75%,25%,0%,0%,0%
Tsujikawa,4.5,3,$$ - $$$,Kinki,,,,,67%,33%,0%,0%,0%
Ryotei Rangetsu,4.0,8,$$ - $$$,Kinki,4.0,4.5,4.0,,25%,51%,12%,12%,0%
Nouvelle Japonaise Arashiyama,3.5,11,,Kinki,,,,,18%,46%,27%,9%,0%
Gyoza no Osho Kyoto Higashi Inter,3.5,12,,Kinki,,,,,,,,,
Kyo No Yado Watazen Ryokan,4.5,4,,Kinki,,,,,25%,75%,0%,0%,0%
Sennari Mochi Shokudo,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Iketsuru Kajitsu,4.0,6,,Kinki,,,,,33%,51%,16%,0%,0%
Koetsudo,4.0,6,,Kinki,,,,,,,,,
Mos Burger Izumiya Horikawa Marutamachi,4.0,5,$,Kinki,,,,,20%,60%,20%,0%,0%
Ramen Nakafusa Inari,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Shunsai Obanzai Mizuki,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Kanto Cuisine Suiunen,4.0,7,,Kinki,,,,,,,,,
Kyoto Nese,4.0,6,$$$$,Kinki,,,,,,,,,
Maruichi,4.5,3,,Kinki,,,,,,,,,
Ailes,5.0,4,$$ - $$$,Kinki,,,,,75%,25%,0%,0%,0%
Kyoto Horumonyaki Udon Tanaka,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Katsukura Fushimi Momoyama,3.5,10,,Kinki,,,,,10%,50%,30%,10%,0%
Fuyoen,4.0,9,$$ - $$$,Kinki,,,,,,,,,
"Gusto, Kyoto Kawaramachi",3.5,10,$$ - $$$,Kinki,3.0,3.0,,,20%,20%,60%,0%,0%
Fudo,4.5,4,,Kinki,,,,,50%,25%,25%,0%,0%
Taj Mahal Everest Kyoto,4.5,5,,Kinki,,,,,40%,60%,0%,0%,0%
Chinese Cuisine Ching-Ming Gion,4.0,11,,Kinki,,,,,45%,22%,22%,0%,11%
Inaka Tei,4.0,6,,Kinki,4.0,3.5,4.0,,16%,84%,0%,0%,0%
Saizeriya Goryo Mizoura,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Rojimo no Senka Omuraya,4.0,7,,Kinki,,,,,0%,86%,14%,0%,0%
Club Desert,5.0,3,,Kinki,,,,,,,,,
Brogld,4.5,4,,Kinki,,,,,25%,75%,0%,0%,0%
Time Dou,4.5,3,$,Kinki,,,,,67%,33%,0%,0%,0%
Rurusonkiboa,4.0,10,$$ - $$$,Kinki,,,,,,,,,
Kichizaemon,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Mimio,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Kawatatsu,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Takoyasuokazaki Main Store,4.5,4,,Kinki,,,,,75%,0%,25%,0%,0%
Kyoto Cuisine Kyoya,4.5,5,,Kinki,,,,,60%,20%,20%,0%,0%
Sabar Kyoto Katsuragawa Aeon Mall,4.5,5,,Kinki,,,,,40%,60%,0%,0%,0%
Shiokoji Rakusui,4.5,4,,Kinki,,,,,,,,,
Japanese Restaurant Sakai,5.0,3,,Kinki,,,,,,,,,
Fiorisca,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Yokatto,5.0,3,,Kinki,,,,,,,,,
Korean Dining Shijan Kyoto Hankyuu Department Store,4.0,8,$$ - $$$,Kinki,,,,,,,,,
"Baby Face Planet’s, Kyoto Sanjo",4.0,6,$$ - $$$,Kinki,,,,,34%,33%,33%,0%,0%
Kuppers Kolsch Kyoto Avanti,3.5,10,$,Kinki,3.5,3.5,3.5,,20%,20%,60%,0%,0%
French Cuisine Tiare French Dog,4.0,7,$$ - $$$,Kinki,,,,,,,,,
Yuhi no Kirameki Ichijoji,3.5,14,,Kinki,4.0,3.0,3.0,,37%,35%,7%,7%,14%
Masuichi,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Chikurin,4.5,4,$$ - $$$,Kinki,,,,,75%,0%,25%,0%,0%
Katsuhiro Momoyama,4.0,5,,Kinki,,,,,,,,,
Tengu Dining,5.0,4,,Kinki,,,,,100%,0%,0%,0%,0%
Teppanyaki (Griddle Cuisine) Yachimon,4.0,6,,Kinki,,,,,34%,33%,33%,0%,0%
Chang-Noi,4.0,6,,Kinki,4.0,3.5,4.0,,16%,68%,16%,0%,0%
Nagamegawa Pontcho Hana,3.5,14,$$$$,Kinki,,,,,,,,,
Spicy Kumano Jinja,3.5,9,,Kinki,4.0,3.0,4.0,,11%,45%,44%,0%,0%
Bar Agiyao,3.5,27,$$ - $$$,Kinki,4.0,3.5,3.0,,22%,38%,22%,7%,11%
Kyo Shogoin Hayaokitei Udon,4.0,6,$,Kinki,3.5,3.0,4.0,,16%,51%,33%,0%,0%
Nikuzaemon,4.5,3,,Kinki,,,,,67%,33%,0%,0%,0%
Ramen Fuji Otesuji,4.5,4,,Kinki,,,,,25%,75%,0%,0%,0%
Kinkao,3.5,36,$$ - $$$,Kinki,,,,,,,,,
Denki Shokudo,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Menba Tadokoro Shoten Kyoto Fushimi,3.5,8,,Kinki,,,,,14%,44%,42%,0%,0%
Little Heaven,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Vege-tejiya Shijo Torimaru,4.0,8,,Kinki,,,,,12%,64%,12%,12%,0%
Sake & Charcoal Grilled dish Fujimaru,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Ikumatsu,4.0,9,$$$$,Kinki,,,,,22%,67%,0%,0%,11%
Kentan Horibe,4.0,9,$$$$,Kinki,,,,,56%,11%,22%,0%,11%
Bar Waraku,4.5,4,,Kinki,,,,,,,,,
Gurirutakara,4.5,6,,Kinki,,,,,,,,,
Takumi,4.0,8,$,Kinki,,,,,0%,75%,25%,0%,0%
Teppan Takumi Manmaru No Tsuki Nishiki,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Yushoku-tei Gion,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Kousagisha,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Komameya Nijomise,4.0,14,$$ - $$$,Kinki,,,,,,,,,
Shinpuku Saikan Fushimi,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Curry & Bar Nikoyon,5.0,4,$$ - $$$,Kinki,,,,,75%,25%,0%,0%,0%
Oide Yakitori Kushiage,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Kokyu,5.0,3,,Kinki,,,,,,,,,
Osteria Il Canto Del Maggio,4.0,9,$$$$,Kinki,,,,,56%,11%,11%,11%,11%
Folks Kitayamadori,4.0,8,,Kinki,,,,,0%,75%,25%,0%,0%
Shunpuuan,4.0,6,,Kinki,,,,,51%,33%,0%,16%,0%
Marugame Seimen Kyoto Fushimi,4.0,11,,Kinki,,,,,,,,,
Densetsu no Suta Donya Kawaramachi Sanjo,4.0,6,$,Kinki,4.0,4.5,5.0,,16%,68%,16%,0%,0%
Ikkyukombu Matsudashinise,4.5,4,$,Kinki,,,,,50%,50%,0%,0%,0%
Dongama,5.0,30,,Kinki,,,,,,,,,
Salada no Mise Sancho Kawaramachi Main,4.0,11,$$ - $$$,Kinki,,,,,37%,36%,18%,0%,9%
"1, 000 Years of Genji Monogatari Genji-An",4.0,7,,Kinki,,,,,58%,28%,0%,0%,14%
McDonald's Shichijo Keihan,3.5,11,$,Kinki,,,,,0%,45%,55%,0%,0%
Saezuri,4.0,7,$$ - $$$,Kinki,,,,,44%,28%,14%,14%,0%
Western Food Cake Coffee Hinadori,4.5,3,,Kinki,,,,,,,,,
Ukiya Teramachi,4.0,8,,Kinki,,,,,12%,64%,12%,12%,0%
Matsui Honkan,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Irodori Ayanokoji Muromachi,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Restaurant Flora,4.0,6,,Kinki,,,,,16%,68%,16%,0%,0%
Marie France Kitayama,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Kyoto Gokomachi Restaurant Cameron,4.0,9,$$ - $$$,Kinki,,,,,22%,56%,11%,0%,11%
Hitoshio,5.0,7,$$$$,Kinki,,,,,100%,0%,0%,0%,0%
Jukubuta,4.5,3,,Kinki,,,,,67%,33%,0%,0%,0%
Shusai Shokubo Ichi,5.0,4,,Kinki,,,,,100%,0%,0%,0%,0%
Tezukuri Gohan'Ya Ito,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Cafe & Restaurant Kyowarabe,4.0,8,,Kinki,,,,,,,,,
Gusto Kyoto Daigo,4.5,5,,Kinki,,,,,60%,0%,40%,0%,0%
Portofino Kyoto 5jo,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Curry Udon Shimogamo Gonzo,4.5,4,$,Kinki,,,,,,,,,
Shuhai Ichizen,4.0,5,$$ - $$$,Kinki,,,,,40%,40%,20%,0%,0%
Sumiyaki Toritaka,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Ishihara,5.0,3,,Kinki,,,,,,,,,
Higashi no Toinsou,4.5,3,,Kinki,,,,,67%,33%,0%,0%,0%
Momoya Takasegawa Finairi,4.5,5,,Kinki,,,,,60%,20%,20%,0%,0%
European Kitchen Sourire,4.5,3,,Kinki,,,,,,,,,
Blue Fish Aquarium,4.5,3,$$ - $$$,Kinki,,,,,,,,,
Kamishichiken Beer Garden,3.5,10,$$ - $$$,Kinki,3.0,3.5,3.0,,20%,30%,40%,10%,0%
Shukran,5.0,3,$$ - $$$,Kinki,,,,,100%,0%,0%,0%,0%
Tavern Shin-oomiya,4.0,7,,Kinki,,,,,,,,,
Liquor Museum Karasuma Honten,4.5,18,$$ - $$$,Kinki,,,,,79%,16%,0%,5%,0%
Kyo Okonomi Teppei,5.0,3,,Kinki,,,,,100%,0%,0%,0%,0%
Bar Reed Kyoto Shinhankyu Hotel,4.0,7,,Kinki,,,,,40%,40%,20%,0%,0%
Arashiyama Ikoi,4.0,6,,Kinki,,,,,34%,33%,33%,0%,0%
Taimeshi Kaiseki Ishino Ginpei,4.0,7,,Kinki,,,,,14%,58%,28%,0%,0%
Ebisuya Kahei,4.0,7,,Kinki,,,,,44%,14%,42%,0%,0%
Mampuku Kyoto Ekimae,3.5,11,,Kinki,,,,,18%,27%,46%,9%,0%
Grill,4.0,5,$$ - $$$,Kinki,,,,,20%,60%,20%,0%,0%
Zen,4.5,4,,Kinki,,,,,25%,75%,0%,0%,0%
Toru Soba,5.0,3,,Kinki,,,,,,,,,
Chifaja Kamikashira,4.0,5,,Kinki,,,,,,,,,
Kaiun-Tei Rakusei,4.0,5,,Kinki,,,,,0%,100%,0%,0%,0%
Bikash mahal Imadegawa,4.0,5,,Kinki,,,,,40%,20%,40%,0%,0%
Momojiro Ichiba Kyofuku Kitano Hakubaicho Ekimae,4.5,4,,Kinki,,,,,25%,75%,0%,0%,0%
Sushi Dining Daihachi,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Cordon Noir,4.5,4,,Kinki,,,,,25%,75%,0%,0%,0%
Istuki chaya,4.5,4,,Kinki,,,,,25%,75%,0%,0%,0%
Akebono,4.5,4,,Kinki,,,,,,,,,
Shigemori,3.5,10,$$ - $$$,Kinki,,,,,10%,60%,20%,10%,0%
Sou,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Note Cafe,4.5,3,$,Kinki,,,,,67%,33%,0%,0%,0%
Kokaomiya,4.0,5,,Kinki,,,,,,,,,
Sweets Paradise,4.0,9,$$ - $$$,Kinki,,,,,22%,45%,22%,11%,0%
bistro Yamagata,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Tenka Ippin Yamashina,4.0,5,,Kinki,,,,,40%,40%,20%,0%,0%
Hakusasonso Shukekyakuma Zuimaizan,4.5,3,,Kinki,,,,,67%,33%,0%,0%,0%
"Yakiniku Enzo, Aeon Mall Kyoto Katsuragawa",4.5,5,,Kinki,,,,,20%,80%,0%,0%,0%
Droit,4.5,3,$$$$,Kinki,,,,,,,,,
Pin,4.5,5,,Kinki,,,,,60%,40%,0%,0%,0%
Sushiro,4.0,5,,Kinki,,,,,20%,60%,20%,0%,0%
Matsukawa Sakaten,3.5,9,,Kinki,,,,,11%,45%,44%,0%,0%
Sumibi Yakitori Tsuki Honten,4.5,5,,Kinki,,,,,60%,20%,20%,0%,0%
Boogaloo Cafe,4.0,7,$$ - $$$,Kinki,,,,,,,,,
Sagano Croquette,3.5,17,$$ - $$$,Kinki,,,3.5,,11%,35%,44%,5%,5%
Kirakirahikaru,4.5,4,,Kinki,,,,,25%,75%,0%,0%,0%
Toriume,4.0,8,$$ - $$$,Kinki,4.0,3.5,3.5,,51%,25%,12%,0%,12%
Les Freres Moutaux Aburakoji,4.5,4,,Kinki,,,,,50%,50%,0%,0%,0%
Togakushi,4.5,3,,Kinki,,,,,67%,33%,0%,0%,0%
Kyosaka,4.5,4,$$ - $$$,Kinki,,,,,50%,50%,0%,0%,0%
Lestrois Maisons,5.0,3,,Kinki,,,,,,,,,
"Gindako Kitchen, Aeon Mall Kyoto Katsuragawa",4.0,7,,Kinki,,,,,28%,28%,44%,0%,0%
